"","X","province","sector_inclusion","n.x","X.x","n.y","knowledge","documentation","legal","finance","trust","inflation","bureaucracy","law","inappropriate","reason","restrictions_bank_account_value","restrictions_mobile_money_value","barriers_percentage","X.y","registered_value","zimra_value","compliance_percentage","X.x.x","bank_account_value","time_open_bank_value","sme_auction_value","insurance_value","pension_value","mm_account_value","time_open_mm_value","savings_facility_value","advice_sources_value","availability_percentage","X.y.y","funds_start_value","funds_ongoing_value","frequency_bank_account_value","successful_bids_value","commercial_loan_apply_value","comprehensive_value","staff_value","product_value","frequency_mobile_money_value","loan_mm_value","insurance_mm_value","investments_value","usage_percentage","barriers_inclusion","barriers_exclusion","compliance_inclusion","compliance_exclusion","availability_inclusion","availability_exclusion","usage_inclusion","usage_exclusion","index_score","index_normalise","index_percentage"
"39",39,"Matabeleland North","Vending",49,39,49,0.371618709595639,0.0217391304347826,0.157608695652174,0.332142857142857,0.120940550133097,0.0688775510204082,0.0574534161490683,0.046530612244898,0.012511091393079,0.691657218442933,0,0.630434782608696,44.07,39,0.285714285714286,0,14.29,39,0.0612244897959184,0.666666666666667,0,0,0,0.938775510204082,0.978260869565217,0,0.142857142857143,30.98,39,0.0408163265306122,0.0408163265306122,0.333333333333333,0,0.0612244897959184,0,0,0,1,0,0,0,12.3,0.559302666316124,0.440697333683876,0.142857142857143,0.857142857142857,0.309753853232114,0.690246146767886,0.123015873015873,0.876984126984127,1.13492953542125,0.283732383855314,28.37
"40",40,"Matabeleland South","Agriculture",16,40,16,0.220852956567242,0.134615384615385,0,0.227747252747253,0.0985714285714286,0.0678571428571429,0.11875,0.214285714285714,0.203571428571429,0.409722222222222,0,0,13.66,40,0.75,0.5,62.5,40,0.5,0,0.0666666666666667,0.5625,0.125,0.375,0.166666666666667,0.75,0.4375,33.15,40,0.4375,0.4375,1,0,0.1875,0.333333333333333,0.111111111111111,0.555555555555556,1,0,0,0.6875,39.58,0.863425925925926,0.136574074074074,0.625,0.375,0.331481481481481,0.668518518518519,0.395833333333333,0.604166666666667,2.21574074074074,0.553935185185185,55.39
"41",41,"Matabeleland South","Mining",11,41,11,0.194557823129252,0,0.108333333333333,0.195549242424242,0.0581818181818182,0.331168831168831,0.0833333333333333,0,0.0649350649350649,0.353535353535354,0,0.333333333333333,22.9,41,0.727272727272727,0.454545454545455,59.09,41,0.727272727272727,0.125,0.0909090909090909,0.363636363636364,0,0.272727272727273,0.333333333333333,0.909090909090909,0.727272727272727,39.44,41,0.454545454545455,0.272727272727273,1,1,0.0909090909090909,0.25,0,0.25,0.666666666666667,0,0.333333333333333,0.818181818181818,42.8,0.771043771043771,0.228956228956229,0.590909090909091,0.409090909090909,0.394360269360269,0.605639730639731,0.428030303030303,0.571969696969697,2.18434343434343,0.546085858585859,54.61
"42",42,"Matabeleland South","Other",39,42,39,0.119357097805374,0.0508365508365508,0.0659051909051909,0.324517076133455,0.130591630591631,0.135841170323929,0.119543650793651,0.141666666666667,0.0886724386724387,0.409056830109462,0.36,0.266666666666667,34.52,42,0.769230769230769,0.692307692307692,73.08,42,0.641025641025641,0.32,0.0967741935483871,0.384615384615385,0.128205128205128,0.384615384615385,0.6,0.487179487179487,0.538461538461538,39.79,42,0.153846153846154,0.128205128205128,0.96,0.333333333333333,0.0512820512820513,0.366666666666667,0.1,0.266666666666667,0.933333333333333,0,0.0666666666666667,0.256410256410256,30.14,0.654758834407957,0.345241165592043,0.730769230769231,0.269230769230769,0.39787519529455,0.60212480470545,0.301367521367521,0.698632478632479,2.08477078183926,0.521192695459815,52.12
"43",43,"Matabeleland South","Retail",58,43,58,0.0433908948194663,0.0593434343434343,0.032534965034965,0.338424598287591,0.168745884657215,0.25652133580705,0.103317659352142,0.021978021978022,0.0562192093620665,0.343987363043624,0.805555555555556,0.607142857142857,58.56,43,0.758620689655172,0.706896551724138,73.28,43,0.620689655172414,0.805555555555556,0.106382978723404,0.137931034482759,0.155172413793103,0.5,0.758620689655172,0.224137931034483,0.413793103448276,41.36,43,0.0689655172413793,0.120689655172414,0.972222222222222,0,0.172413793103448,0.4375,0.1875,0.4375,1,0,0.103448275862069,0.241379310344828,31.18,0.414438074752654,0.585561925247346,0.732758620689655,0.267241379310345,0.413587040207241,0.586412959792759,0.31180156449553,0.68819843550447,1.87258530014508,0.46814632503627,46.81
"44",44,"Matabeleland South","Vending",15,44,15,0.252354788069074,0.0769230769230769,0.143589743589744,0.23507326007326,0.0574358974358974,0.0714285714285714,0.0592948717948718,0.0133333333333333,0.0880586080586081,0.533333333333333,0,1,51.11,44,0.2,0.133333333333333,16.67,44,0.133333333333333,1,0,0,0.0666666666666667,0.133333333333333,1,0.4,0.266666666666667,33.33,44,0.266666666666667,0.0666666666666667,1,0,0.133333333333333,0,0,0,1,0,0,0.533333333333333,25,0.488888888888889,0.511111111111111,0.166666666666667,0.833333333333333,0.333333333333333,0.666666666666667,0.25,0.75,1.23888888888889,0.309722222222222,30.97
"45",45,"Midlands","Agriculture",7,45,7,0.275510204081633,0.228571428571429,0.198809523809524,0.174107142857143,0.0333333333333333,0,0,0.0857142857142857,0.182857142857143,0.555555555555556,0.5,1,68.52,45,0.428571428571429,0.142857142857143,28.57,45,0.285714285714286,0.5,0,0.142857142857143,0,0.142857142857143,0,0.428571428571429,0.428571428571429,21.43,45,0.333333333333333,0.142857142857143,1,0,0,0,0.5,0,1,0,1,0.285714285714286,35.52,0.314814814814815,0.685185185185185,0.285714285714286,0.714285714285714,0.214285714285714,0.785714285714286,0.35515873015873,0.64484126984127,1.16997354497354,0.292493386243386,29.25
"46",46,"Midlands","Mining",5,46,5,0.163888888888889,0.0666666666666667,0.0625,0.0761904761904762,0.09,0.111111111111111,0.222222222222222,0.15,0.17,0.5,0,1,50,46,0.4,0.4,40,46,0.2,0,0,0.2,0,0.2,0,0.4,0.4,15.56,46,0,0.4,1,0,0,0,0,0,1,0,0,0.4,23.33,0.5,0.5,0.4,0.6,0.155555555555556,0.844444444444444,0.233333333333333,0.766666666666667,1.28888888888889,0.322222222222222,32.22
"47",47,"Midlands","Other",60,47,60,0.267853880273144,0.148441427853193,0.17115320704553,0.150997560860093,0.0220211161387632,0.0707350573079473,0.0166666666666667,0.120503674162697,0.189661215782851,0.498148148148148,0.238095238095238,0.25,32.87,47,0.5,0.416666666666667,45.83,47,0.35,0.714285714285714,0.0344827586206897,0.15,0.1,0.2,0.583333333333333,0.466666666666667,0.533333333333333,34.8,47,0.283333333333333,0.25,1,1,0.15,0.166666666666667,0.5,0.277777777777778,0.916666666666667,0.0833333333333333,0.333333333333333,0.233333333333333,43.29,0.671252204585538,0.328747795414462,0.458333333333333,0.541666666666667,0.348011311804415,0.651988688195585,0.43287037037037,0.56712962962963,1.91046722009366,0.477616805023414,47.76
"48",48,"Midlands","Retail",36,48,36,0.321995464852608,0.0412698412698413,0.0666666666666667,0.14457671957672,0.0533333333333333,0.104232804232804,0.0599206349206349,0.164444444444444,0.140952380952381,0.54320987654321,0.333333333333333,0.5,45.88,48,0.75,0.166666666666667,45.83,48,0.166666666666667,0.833333333333333,0.0357142857142857,0.0277777777777778,0.0277777777777778,0.166666666666667,1,0.277777777777778,0.277777777777778,31.26,48,0.176470588235294,0.138888888888889,1,0,0.0277777777777778,0,0,0,0.833333333333333,0,0,0.25,20.22,0.541152263374486,0.458847736625514,0.458333333333333,0.541666666666667,0.312610229276896,0.687389770723104,0.202205882352941,0.797794117647059,1.51430170833766,0.378575427084414,37.86
"49",49,"Midlands","Vending",18,49,18,0.370814992663732,0.235294117647059,0.172385620915033,0.199988328664799,0.0117647058823529,0.042483660130719,0.0504201680672269,0.120634920634921,0.14640522875817,0.688453159041394,0,0,22.95,49,0.222222222222222,0.0555555555555556,13.89,49,0.0555555555555556,1,0,0,0,0.0555555555555556,1,0.277777777777778,0.222222222222222,29.01,49,0.277777777777778,0.388888888888889,0,0,0,0,0,0,1,1,0,0.0555555555555556,22.69,0.770515613652869,0.229484386347131,0.138888888888889,0.861111111111111,0.290123456790123,0.709876543209877,0.226851851851852,0.773148148148148,1.42637981118373,0.356594952795933,35.66
